District,Region,Area,outletname,OUTLET TYPE,VC,longitude,latitude,vf
BECAA,RACHAYA,Rachaya City,GHOUDI DRINKS,GROCERY,4,35.8022,33.5208,2
MOUNT LEBANON,ALEY,AAYNAB,Sm Aala Zawkak,GROCERY,5,35.5434,33.7581,2
MOUNT LEBANON,ALEY,BAISOUR,NIZAR,GROCERY,5,35.5669,33.765,2
MOUNT LEBANON,ALEY,CHOUEIFAT,SM BASHIR,GROCERY,4,35.5001,33.8063,2
MOUNT LEBANON,METN,DEKWANEH,NEW DEKWENIH MARKET,GROCERY,6,35.5478,33.876,2
MOUNT LEBANON,METN,DEKWANEH,ABU CARLOS MARKET,GROCERY,6,35.5499,33.8745,2
MOUNT LEBANON,METN,DEKWANEH,ABU KHALIL MM,GROCERY,5,35.5464,33.8775,2
BECAA,BAALBECK,DEIR EL AHMAR,GEORGES KHOURY,GROCERY,5,36.1287,34.1244,2
MOUNT LEBANON,BAABDA,AIN EL ROUMENEH,SHIP SHOP,GROCERY,5,35.5185,33.8646,2
BECAA,BAALBACK,HALANIYE,M.M YAHFOUFI,GROCERY,5,36.2064,34.0036,2
BECAA,BAALBECK,DEIR EL AHMAR,AL BOUREJ,GROCERY,5,36.1279,34.127,2
BECAA,BAALBECK,DEIR EL AHMAR,RED CITY MARKET,GROCERY,5,36.1281,34.1266,2
BECAA,BAALBECK,DEIR EL AHMAR,MEKHAEL MM,GROCERY,5,36.129,34.1247,2
MOUNT LEBANON,BAABDA,BIR HASSAN,MM SAAD,GROCERY,5,35.4844,33.8606,2
BECAA,ZAHLE,Zahle City,KHATCHO PS,Petrol Station,5,35.899,33.8299,2
BECAA,ZAHLE,Zahleh Rural,MM AIDA ASSY,GROCERY,5,35.983,33.8187,2
BECAA,ZAHLE,Zahle City,HREIZ NEW MARKET,GROCERY,5,35.8986,33.8488,2
BECAA,ZAHLE,Zahle City,SM SEIKALY,GROCERY,6,35.9063,33.8313,2
BECAA,ZAHLE,Zahle City,MM SAYDI,GROCERY,6,35.9149,33.8363,2
BECAA,ZAHLE,Zahle City,SALAMANI EST,GROCERY,5,35.9017,33.8473,2
BECAA,ZAHLE,Zahle City,BAN BOU KHALIL,GROCERY,5,35.8999,33.8306,2
BECAA,RACHAYA,Rachaya City,FAISAL ABOU CHAHLA,GROCERY,4,35.8065,33.5217,2
BECAA,WEST BECAA,JEB JANNINE,ABOU KHEIR,GROCERY,5,35.7854,33.629,2
BECAA,BAALBACK,BAALBACK,DARWICH TRADING,GROCERY,5,36.1284,33.9643,2
BECAA,ZAHLE,Zahle City,MM MICHEL CHAMII,GROCERY,5,35.9139,33.8414,2
MOUNT LEBANON,SHOUF,RMEILET,ANWAR MM,GROCERY,4,35.4023,33.6123,2
BECAA,ZAHLE,Zahleh Rural,SM YOUNESS,GROCERY,4,35.8699,33.8119,2
BECAA,ZAHLE,Zahleh Rural,DAIEBESS STORES,GROCERY,4,35.8668548,33.8161079,2
BECAA,ZAHLE,Zahle City,DAHROUJ MARKET,GROCERY,5,35.9056,33.8325,2
BECAA,ZAHLE,Zahleh Rural,MM FADI JADAA,GROCERY,5,35.8367,33.8244,2
BECAA,ZAHLE,Zahle City,MAAKAR MARKET,GROCERY,4,35.8959,33.8268,2
BECAA,ZAHLE,Zahle City,MM ELIE KHOURY,GROCERY,5,35.9131,33.8409,2
BECAA,ZAHLE,Zahleh Rural,MM HUSSEIN ABAS AHMAD,GROCERY,5,35.8883,33.8216,2
BECAA,ZAHLE,Zahle City,CHUCRI MAROUN,GROCERY,5,35.8953,33.8472,2
BECAA,ZAHLE,Zahle City,JABOUR MARKET,GROCERY,5,35.8983,33.8459,2
BECAA,ZAHLE,Zahleh Rural,ARIFIAN M.M,GROCERY,5,35.9352,33.7302,2
BECAA,ZAHLE,Zahleh Rural,MM RIAD CHOKER,GROCERY,4,35.9905,33.7815,2
BECAA,ZAHLE,Zahleh Rural,M.M ADNAN ABOU HAIKAL,GROCERY,5,35.9068,33.7133,2
BECAA,ZAHLE,Zahleh Rural,IPT TAANAYEL,Petrol Station,5,35.8699,33.8,2
BECAA,RACHAYA,Masnaa,ISTIRAHIT AL HOUDOUD,GROCERY,3,35.9204,33.7032,2
MOUNT LEBANON,ALEY,KHALDE,AWNI MARKET,GROCERY,5,35.5141,33.7633,2
BECAA,BAALBECK,DEIR EL AHMAR,GHANEM HABCHI,GROCERY,5,36.1289,34.1248,2
MOUNT LEBANON,BAABDA,CHIYAH,ALBAN ALMARAAY,GROCERY,5,35.5121,33.8662,2
BECAA,ZAHLE,Zahleh Rural,FARID KASSOUF,GROCERY,5,35.8661,33.8175,2
BECAA,ZAHLE,Zahle City,PATISSERIE BOURGEOIS,GROCERY,5,35.9075,33.8443,2
BECAA,ZAHLE,Zahleh Rural,HASAN YOUSEF,GROCERY,4,35.9198,33.7036,2
BECAA,ZAHLE,Zahle City,MM ATTALAH ABDUL AHAD,GROCERY,5,35.9106,33.8379,2
BECAA,ZAHLE,Zahleh Rural,KHAZAKA MARKET,GROCERY,6,35.8354,33.8252,2
MOUNT LEBANON,BAABDA,KFARCHIMA,KACHOUH STORES,GROCERY,5,35.5351,33.8163,2
MOUNT LEBANON,METN,SIN EL FIL,CHARLY MM,Newelneh,5,35.5351,33.8789,2
BECAA,BAALBECK,CHLIFA,RAYMOND KHOURY,GROCERY,5,36.0982,34.0842,2
MOUNT LEBANON,METN,MANSOURIEH,SHAAYA MM,GROCERY,5,35.5779,33.8558,2
MOUNT LEBANON,METN,MANSOURIEH,KHALIL ROUSTOM MM,GROCERY,6,35.5739,33.8525,2
BECAA,ZAHLE,Zahle City,BEVERLY MARKET,GROCERY,5,35.8932,33.8294,2
BECAA,ZAHLE,Zahle City,SAFE WAY MARKET,GROCERY,5,35.9088,33.8365,2
BECAA,ZAHLE,Zahleh Rural,HAMZEH MARKET,GROCERY,4,35.9059,33.7119,2
BECAA,ZAHLE,Zahleh Rural,ABDUL RAHMAN AL MASRY MM,GROCERY,5,35.8969,33.8251,2
SOUTH,JEZZINE,ROUM,SALEEM HADDAD,GROCERY,6,35.527,33.5485,2
MOUNT LEBANON,DAHYEH,CHIYAH,GABY MAALOULY,GROCERY,5,35.5176,33.86,2
MOUNT LEBANON,METN,BAABDAT,ABDO AZAR MARKET,GROCERY,4,35.6693,33.8906,2
MOUNT LEBANON,METN,QORNET CHEHWAN,La Bouche Rit,GROCERY,5,35.658,33.9206,2
MOUNT LEBANON,METN,BHERSAF,MAATOUK MM,GROCERY,5,35.6651,33.8998,2
MOUNT LEBANON,METN,AATCHANE,Jabbour Mm,GROCERY,5,35.6543,33.9143,2
MOUNT LEBANON,KESERWAN,HRAJEL,CHOUCAIR SUPERMARKET,GROCERY,5,35.8025,34.0165,2
MOUNT LEBANON,KESERWAN,KFAR DIBIANE,SAKR MARKET,GROCERY,5,35.7658,33.9833,2
MOUNT LEBANON,KESERWAN,KFAR DIBIANE,YOUSEF ZOUGHEIB,GROCERY,5,35.77,33.9863,2
MOUNT LEBANON,KESERWAN,RAIFOUN,EL HACHEM SUPERSTORE,GROCERY,4,35.6986,33.9765,2
NORTH,BATROUN,CHEKKA,MAJED SHEKH,Newelneh,5,35.7051,34.2883,2
MOUNT LEBANON,METN,BOLONIA,IBRAHIM YOUSSEF SAMAHA,GROCERY,5,35.7405,33.9109,2
MOUNT LEBANON,KESERWAN,MAYROUBA,Quickly zz market,Newelneh,5,35.7837292,34.0132697,2
MOUNT LEBANON,METN,BAABDAT,AL BERDAWNI MARKET,GROCERY,5,35.6615,33.8894,2
MOUNT LEBANON,METN,BIKFAYA,SAHARI MM,GROCERY,6,35.683,33.9224,2
MOUNT LEBANON,KESERWAN,FARAIYA,YOUSEF SALAME,GROCERY,5,35.8149,34.0163,2
MOUNT LEBANON,KESERWAN,OUYOUN EL SIMAN,MANSOUR SHOP,GROCERY,5,35.8351,33.9921,2
NORTH,BATROUN,CHEKKA,HAJ HUSEN AND SONS,GROCERY,5,35.7323,34.3402,2
NORTH,GREATER TRIPOLI,ABU SAMRA,EST QUARAALI AND SONS,GROCERY,5,35.8459,34.4286,2
NORTH,BATROUN,CHEKKA,ISSA MARKET,GROCERY,5,35.7314,34.3511,2
NORTH,BATROUN,CHEKKA,MINIMARKET SALEH,GROCERY,5,35.7107,34.3055,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,SM EL NAKHLE,GROCERY,5,35.8523,34.4198,2
MOUNT LEBANON,KESERWAN,KFAR DIBIANE,M SHOP,GROCERY,5,35.81,33.9804,2
MOUNT LEBANON,KESERWAN,OUYOUN EL SIMAN,FREM,GROCERY,5,35.8353,33.9926,2
MOUNT LEBANON,KESERWAN,KFAR DIBIANE,ANTHONY MARKET,GROCERY,6,35.7626,33.9822,2
NORTH,BATROUN,CHEKKA,ONE SHOP SUPERMARKET,GROCERY,5,35.7383,34.3642,2
NORTH,GREATER TRIPOLI,ABU SAMRA,El Anwar,GROCERY,6,35.8454,34.4239,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,EL AYOUBI MARKET,GROCERY,5,35.841,34.4282,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,EL ZEIN MARKET,GROCERY,5,35.8408,34.4265,2
NORTH,BATROUN,CHEKKA,SUPERMARKET CHIKKA,GROCERY,5,35.7269,34.3206,2
NORTH,GREATER TRIPOLI,ABU SAMRA,SM GUNEIM 1,GROCERY,5,35.8458,34.4254,2
NORTH,GREATER TRIPOLI,ABU SAMRA,MM EL KANAHA,GROCERY,5,35.8446,34.4275,2
NORTH,BATROUN,CHEKKA,MILAD SALLOUM,GROCERY,5,35.7277,34.3217,2
MOUNT LEBANON,KESERWAN,AAJALTOUN,DOUMIT MARKET,GROCERY,6,35.6836,33.9586,2
MOUNT LEBANON,KESERWAN,FARAIYA,ME MART,GROCERY,5,35.8193,34.0159,2
NORTH,BATROUN,CHEKKA,BOU FARAH MARKET,GROCERY,5,35.7365,34.3286,2
NORTH,BATROUN,CHEKKA,SUPERMARKET MCDC,GROCERY,5,35.7272,34.321,2
NORTH,GREATER TRIPOLI,ABU SAMRA,Dayri Market,GROCERY,5,35.8433,34.4226,2
NORTH,GREATER TRIPOLI,ABU SAMRA,MA3RAD EL SAKAKER,GROCERY,5,35.8399,34.426,2
NORTH,GREATER TRIPOLI,ABU SAMRA,MM HAMZEH (ABOU SAMRA),GROCERY,5,35.8407,34.4264,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,BILAL AND FAROUK EID FOR TRADING,SPECIALIST,5,35.8457,34.4291,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,MM HOSAM HIJAZI,GROCERY,5,35.8423,34.4271,2
NORTH,BATROUN,CHEKKA,MAJID ISSA,GROCERY,5,35.7314,34.3494,2
NORTH,BATROUN,CHEKKA,BODY MARKET,GROCERY,5,35.7323,34.3557,2
MOUNT LEBANON,KESERWAN,FAITROUN,ABOU CHARBEL,GROCERY,6,35.7421,33.9933,2
MOUNT LEBANON,KESERWAN,HRAJEL,EL RIF MARKET,GROCERY,5,35.7927,34.0139,2
MOUNT LEBANON,KESERWAN,HRAJEL,MANSOUR ZOUGHEIB,GROCERY,6,35.7928,34.017,2
MOUNT LEBANON,KESERWAN,KFAR DIBIANE,MANSOUR ZOUGHEIB,GROCERY,5,35.766,33.9835,2
MOUNT LEBANON,KESERWAN,KFAR DIBIANE,ROUHANA SALAME,GROCERY,6,35.7561,33.9802,2
MOUNT LEBANON,KESERWAN,AACHQOUT,QUICK FILL EXPRESS,GROCERY,5,35.7177,33.9884,2
MOUNT LEBANON,KESERWAN,FAITROUN,CANDY SHOP.K,GROCERY,5,35.7252,33.9878,2
NORTH,GREATER TRIPOLI,ABU SAMRA,JUNIOR KIOSK,KIOSK,5,35.8448,34.4274,2
NORTH,BATROUN,CHEKKA,KAMAL MARKET,GROCERY,5,35.7364,34.3267,2
NORTH,BATROUN,CHEKKA,SAMROUT MARKET,GROCERY,5,35.7165,34.3088,2
NORTH,BATROUN,CHEKKA,TOUFIK MARKET,GROCERY,5,35.7314,34.3514,2
NORTH,BATROUN,CHEKKA,ALBERT MARKET,GROCERY,5,35.7346,34.3512,2
MOUNT LEBANON,KESERWAN,KFAR DIBIANE,4J MARKET,GROCERY,6,35.7528,33.9794,2
MOUNT LEBANON,KESERWAN,FARAIYA,BTEICH SM,GROCERY,6,35.8224,34.0159,2
NORTH,BATROUN,CHEKKA,MAHALET ALAM,GROCERY,5,35.734,34.3295,2
MOUNT LEBANON,KESERWAN,FARAIYA,MEMA SAJ,GROCERY,5,35.8234,34.0125,2
MOUNT LEBANON,METN,BROUMANA,TONY ASMAR MARKET,GROCERY,5,35.6266,33.8816,2
MOUNT LEBANON,KESERWAN,SHAYLE,WANTED (TUBORG),Newelneh,6,35.6556,33.9547,2
MOUNT LEBANON,KESERWAN,BALLOUNE,TRUST SUPERMARKET,GROCERY,5,35.6728,33.9508,2
MOUNT LEBANON,KESERWAN,AACHQOUT,CENTRE RIZK,GROCERY,4,35.7078,33.9902,2
MOUNT LEBANON,KESERWAN,AACHQOUT,CHIDIAC SUPERMARKET,GROCERY,6,35.7072,33.988,2
MOUNT LEBANON,METN,BROUMANA,BROUMANA MARKET,GROCERY,5,35.6401,33.8861,2
NORTH,AKAR,BEBNINE,SOUFAN LIL TASAWOK,GROCERY,5,35.9819,34.5134,2
MOUNT LEBANON,KESERWAN,BALLOUNE,KHALLOUF,GROCERY,5,35.6725,33.952,2
NORTH,KOURA,KFAR AAQQA,koura market,GROCERY,5,35.8344091,34.2974021,2
MOUNT LEBANON,METN,AIN SAADE,KCC STATION,Petrol Station,6,35.5903,33.8581,2
MOUNT LEBANON,METN,BEIT MERI,JOSEPH MAROUN MARKET,GROCERY,5,35.6029,33.8636,2
MOUNT LEBANON,METN,MAR CHAAYA,ECO MARKET,GROCERY,5,35.6446,33.8877,2
MOUNT LEBANON,METN,AIN SAADE,MBC KHOURY,GROCERY,6,35.5955,33.8625,2
MOUNT LEBANON,KESERWAN,AAJALTOUN,ABOU YOUSEF,GROCERY,5,35.6829,33.9573,2
MOUNT LEBANON,KESERWAN,AAJALTOUN,ABI CHAKER,GROCERY,6,35.6834,33.9661,2
MOUNT LEBANON,KESERWAN,HARISSA & DAROOUN,JVS,GROCERY,6,35.658,33.9834,2
MOUNT LEBANON,KESERWAN,QLEIAAT,WILLIAM CHEESE,GROCERY,5,35.7139,33.974,2
NORTH,KOURA,BTAABOURA,JABBOUR SUPERMARKET,GROCERY,5,35.7515,34.2813,2
MOUNT LEBANON,KESERWAN,BALLOUNE,GERARDO,GROCERY,5,35.6835,33.9663,2
MOUNT LEBANON,KESERWAN,AACHQOUT,SAINT JOSEPH,GROCERY,6,35.692,33.993,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,MM HAMZEH,GROCERY,5,35.8446,34.4421,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,MM EL HORIEH,GROCERY,6,35.8372,34.4333,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,MM ABOU NEDER,GROCERY,6,35.8389,34.4342,2
NORTH,KOURA,BECHMEZZINE,MINIMARKET HAJJ,GROCERY,5,35.8074,34.3198,2
NORTH,KOURA,BZIZA,MWASEMNA,GROCERY,5,35.8294,34.2819,2
NORTH,KOURA,DAR BAACHTAR,DOUG PRIX,GROCERY,5,35.8009,34.2771,2
MOUNT LEBANON,KESERWAN,HARISSA & DAROOUN,MARIE AND GHASSAN CHEMALI,GROCERY,6,35.6563,33.9818,2
MOUNT LEBANON,KESERWAN,BALLOUNE,SABA MARKET,GROCERY,5,35.6779,33.9497,2
NORTH,KOURA,AAFSDIQ,SABA MARKET,GROCERY,5,35.7887,34.3332,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,MM MOURAD,GROCERY,5,35.8427,34.4428,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,BREISH STORES,GROCERY,5,35.8432,34.4409,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,MM KARAM,GROCERY,5,35.8435,34.442,2
MOUNT LEBANON,KESERWAN,QLEIAAT,ZAAROUR,GROCERY,6,35.7137,33.9723,2
MOUNT LEBANON,METN,BROUMANA,P NUT HOUSE,GROCERY,5,35.6357,33.884,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,MM MOHAMAD MAWAS AND SONS,GROCERY,5,35.843,34.439,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,MARKET ABOU KANAAN,GROCERY,5,35.8445,34.4383,2
MOUNT LEBANON,KESERWAN,AACHQOUT,AU GRAND MARCHE,GROCERY,5,35.7056,33.9899,2
MOUNT LEBANON,KESERWAN,AACHQOUT,ALBERT DAW,GROCERY,6,35.6959,33.9913,2
MOUNT LEBANON,KESERWAN,AAJALTOUN,TOLINE,GROCERY,6,35.6891,33.9685,2
MOUNT LEBANON,KESERWAN,GHOSTA,CHARBEL MARKET,GROCERY,5,35.6662,33.9846,2
MOUNT LEBANON,KESERWAN,HARISSA & DAROOUN,WEHBE MARKET,GROCERY,6,35.6607,33.9781,2
MOUNT LEBANON,KESERWAN,QLEIAAT,SFEIR SELF SERVICES,GROCERY,6,35.7136,33.9727,2
MOUNT LEBANON,KESERWAN,QLEIAAT,CHARBEL MARKET,GROCERY,5,35.7125,33.9714,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,MM ABBAS,GROCERY,5,35.8445,34.4419,2
NORTH,KOURA,BECHMEZZINE,SERHAN FOR FAMILY,GROCERY,5,35.8095,34.3258,2
NORTH,KOURA,BZIZA,TOUMA MARKET,GROCERY,5,35.8272,34.2875,2
NORTH,KOURA,BTAABOURA,KORA MARKET,GROCERY,5,35.7618,34.2751,2
NORTH,KOURA,KFAR SAROUN,ZEINA,GROCERY,5,35.8294,34.2976,2
NORTH,KOURA,KFAR SAROUN,AMIRA,GROCERY,5,35.8293,34.2975,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,MARKET ABOU MOSTAFA FOR FAMILY SUPPLYING,GROCERY,5,35.8444,34.439,2
MOUNT LEBANON,METN,BROUMANA,LE GOUT FRAIS,GROCERY,5,35.6358,33.884,2
MOUNT LEBANON,METN,BROUMANA,ABOU FADEL NUTS,GROCERY,5,35.6222,33.8759,2
MOUNT LEBANON,METN,BOLONIA,AL HAJJ MM,GROCERY,4,35.7491,33.9125,2
MOUNT LEBANON,METN,BEIT MERI,WASSIM MARKET,GROCERY,5,35.602,33.8648,2
MOUNT LEBANON,METN,BIAQOUT,PETIT MARCHE,GROCERY,6,35.5857,33.8977,2
MOUNT LEBANON,METN,ZALKA,KHOURY MM,GROCERY,5,35.5791,33.8956,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,ASLAN COFFEE SHOP,GROCERY,4,35.8352,34.4409,2
GREATER AKAR,MINIEH DONIEH,SIR ED DANIE,NAYEF MARKET,GROCERY,5,36.0253,34.3834,2
NORTH,GREATER TRIPOLI,MINA,EL MASRI STORES,GROCERY,5,35.8137,34.4487,2
MOUNT LEBANON,METN,JAL EL DIB,KANJ,GROCERY,5,35.5787,33.9055,2
MOUNT LEBANON,METN,JAL EL DIB,ABOU JAOUDEH MM,GROCERY,5,35.5873,33.9043,2
GREATER AKAR,MINIEH DONIEH,BAKHAAOUN,ABOU SAOUD MARKET,GROCERY,5,36.0031,34.4178,2
GREATER AKAR,MINIEH DONIEH,MRAH ES SRAIJ,ALLAM MARKET,GROCERY,5,35.9967,34.4183,2
GREATER AKAR,MINIEH DONIEH,SIR ED DANIE,BAKKOUR CENTER,GROCERY,5,36.0247,34.3836,2
MOUNT LEBANON,KESERWAN,BOUAR,ASSAF GRAND STORE,GROCERY,5,35.6328,34.0471,2
MOUNT LEBANON,KESERWAN,AAQEIBE,MATAR MARKET,GROCERY,5,35.6436,34.0563,2
MOUNT LEBANON,KESERWAN,TABARJA,ASSAF CHIKEN,GROCERY,5,35.6292,34.0288,2
NORTH,GREATER TRIPOLI,MINA,BEIK SPECIALIST,GROCERY,5,35.8161,34.4519,2
NORTH,GREATER TRIPOLI,MINA,SHOPPIES MARKET,GROCERY,5,35.8112,34.4506,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,AZMI CAFE,Newelneh,5,35.8346,34.4413,2
NORTH,GREATER TRIPOLI,MINA,SALIM KIOSK,KIOSK,5,35.8195,34.449,2
NORTH,GREATER TRIPOLI,MINA,APEC STATION CAFETERIA,Petrol Station,5,35.8217,34.4458,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,BODON SM,GROCERY,5,35.8399,34.4416,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,ARTINE CAFE,GROCERY,5,35.8367,34.4358,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,JULIES COFFEE SHOP,GROCERY,5,35.8327,34.4412,2
GREATER AKAR,MINIEH DONIEH,BAKHAAOUN,ALTAMWIN ALGHIZA2IEH,GROCERY,5,36.0184,34.4092,2
GREATER AKAR,MINIEH DONIEH,SIR ED DANIE,BAKKOUR MARKET,GROCERY,5,36.0284,34.3848,2
GREATER AKAR,MINIEH DONIEH,AASSOUN,SHOWK MARKET,GROCERY,5,36.02,34.3866,2
GREATER AKAR,MINIEH DONIEH,BAKHAAOUN,AL MAHMOUD MARKET,GROCERY,5,35.9995,34.4178,2
MOUNT LEBANON,KESERWAN,SAHEL ALMA,HIGHWAY MARKET,Newelneh,5,35.6468,34,2
MOUNT LEBANON,KESERWAN,SAFRA,DE COTE,Newelneh,5,35.6323,34.043,2
MOUNT LEBANON,KESERWAN,TABARJA,BAKHOS MARKET,GROCERY,5,35.6499,34.0187,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,QUICK STOP,GROCERY,5,35.8344,34.4327,2
MOUNT LEBANON,KESERWAN,BOUAR,KHOURY MARKET,GROCERY,5,35.6317,34.0449,2
MOUNT LEBANON,KESERWAN,BOUAR,ASSAF MARKET,GROCERY,5,35.6391,34.0426,2
GREATER AKAR,MINIEH DONIEH,BQAA SAFRINE,ALSAYAH MARKET,GROCERY,5,36.025,34.3756,2
MOUNT LEBANON,METN,JAL EL DIB,MARCHE RORO,GROCERY,6,35.5908,33.907,2
MOUNT LEBANON,KESERWAN,AAQEIBE,MOUASSAT AL WADAD,GROCERY,5,35.6438,34.0625,2
MOUNT LEBANON,METN,JAL EL DIB,LEADER,GROCERY,5,35.5851,33.9081,2
MOUNT LEBANON,METN,JAL EL DIB,JOHNNY S MARKET,GROCERY,6,35.5862,33.9008,2
MOUNT LEBANON,KESERWAN,SAFRA,MAKHLOUF MARKET,GROCERY,5,35.6425,34.0375,2
MOUNT LEBANON,KESERWAN,AAQEIBE,SASSINE MARKET,GROCERY,5,35.6468,34.0592,2
MOUNT LEBANON,METN,JAL EL DIB,JOYFUL ROAD,GROCERY,6,35.5808,33.9079,2
MOUNT LEBANON,KESERWAN,SAHEL ALMA,WILLIAM ROASTERY,GROCERY,5,35.6481,34.0033,2
NORTH,GREATER TRIPOLI,MINA,MM DENNAWI,GROCERY,5,35.8179,34.4505,2
MOUNT LEBANON,METN,ROUMIE,LE CHOIX MARKET,GROCERY,6,35.588,33.8797,2
MOUNT LEBANON,KESERWAN,MAAMELTEEN,KANDIEL,GROCERY,6,35.6422,33.9921,2
MOUNT LEBANON,KESERWAN,JOUNIEH CITY,GOLDEN STAR,GROCERY,5,35.6386,33.9885,2
MOUNT LEBANON,KESERWAN,JOUNIEH CITY,AL KHOUEIRY MARKET,GROCERY,5,35.6322,33.9835,2
NORTH,GREATER TRIPOLI,TRIPOLI CITY,ABOU MACHHOUR CAFE,KIOSK,4,35.8258,34.4212,2
NORTH,KOURA,KOUSBA,ANTOUN MARKET,GROCERY,5,35.8563,34.3044,2
NORTH,GREATER TRIPOLI,MINA,SM ABOU RABIH,GROCERY,4,35.8112,34.4501,2
MOUNT LEBANON,METN,JAL EL DIB,MAZRAANI MARKET,GROCERY,5,35.5801,33.9014,2
